Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,UPR,Y07,Y08,Y09,Y10,Y11,Y12,USE,Total Students
5553,SOUTH HEDLAND PRIMARY SCHOOL,WEAVER PLACE,SOUTH HEDLAND,WA,6722,WEAVER PLACE,SOUTH HEDLAND,WA,6722,-20.40164145,118.6018711,08 9172 7272,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,25,37,36,28,41,25,27,22,,,,,,,,,241
5235,SOUTH KALGOORLIE PRIMARY SCHOOL,LIONEL STREET,KALGOORLIE,WA,6430,PO BOX 1671,KALGOORLIE PO,WA,6433,-30.76244847,121.476861,08 9092 5800,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,26,42,37,36,30,36,50,49,,,,,,,,,306
5680,SOUTH LAKE PRIMARY SCHOOL,62 MASON COURT,SOUTH LAKE,WA,6164,62 MASON COURT,SOUTH LAKE,WA,6164,-32.10593471,115.8345008,08 9395 3400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,29,31,40,29,37,30,39,35,,,,,,,,,270
1423,SOUTH METROPOLITAN YOUTH LINK COMMUNITY COLLEGE,32 TESLA ROAD,ROCKINGHAM,WA,6168,32 TESLA ROAD,ROCKINGHAM,WA,6168,-32.27298182,115.7542075,08 9550 9400,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y08,Y12,,,,,,,,,,,27,64,100,86,120,,397
5593,SOUTH NEWMAN PRIMARY SCHOOL,GREGORY AVENUE,NEWMAN,WA,6753,PO BOX 61,NEWMAN,WA,6753,-23.363209,119.73407,08 9154 3950,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,53,59,42,57,49,59,45,53,,,,,,,,,417
5700,SOUTH PADBURY PRIMARY SCHOOL,56 WARBURTON AVENUE,PADBURY,WA,6025,56 WARBURTON AVENUE,PADBURY,WA,6025,-31.81230095,115.7644063,08 6206 2250,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,34,47,45,46,51,49,57,59,,,,,,,,,388
5374,SOUTH PERTH PRIMARY SCHOOL,51 FORREST STREET,SOUTH PERTH,WA,6151,51 FORREST STREET,SOUTH PERTH,WA,6151,-31.9812379,115.8593816,08 9367 2652,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,56,37,56,50,48,38,34,28,,,,,,,,,347
5423,SOUTH STIRLING PRIMARY SCHOOL,5 STIRLING SCHOOL ROAD,MANYPEAKS,WA,6328,5 STIRLING SCHOOL ROAD,MANYPEAKS,WA,6328,-34.57914966,118.210334,08 9854 0900,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,4,1,3,3,4,3,2,2,,,,,,,,,22
5590,SOUTH THORNLIE PRIMARY SCHOOL,4-6 OVENS ROAD,THORNLIE,WA,6108,4-6 OVENS ROAD,THORNLIE,WA,6108,-32.06627622,115.959641,08 9232 3600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,57,55,50,55,53,59,54,49,,,,,,,,,432
1454,SOUTH WEST JOHN CALVIN CHRISTIAN COLLEGE,2 WIDDESON ROAD,CAPEL,WA,6271,2 WIDDESON ROAD,CAPEL,WA,6271,-33.54326,115.565416,08 9726 2038,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,9,5,7,14,5,8,8,5,,13,6,12,6,,,,98
4099,SOUTHERN CROSS DISTRICT HIGH SCHOOL,ANTARES STREET,SOUTHERN CROSS,WA,6426,ANTARES STREET,SOUTHERN CROSS,WA,6426,-31.23119646,119.3268575,08 9048 9000,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y11,2,5,4,3,4,4,4,3,,4,7,5,6,1,,,52
5856,SOUTHERN GROVE PRIMARY SCHOOL,34 LOCKWAY STREET,SOUTHERN RIVER,WA,6110,34 LOCKWAY STREET,SOUTHERN RIVER,WA,6110,-32.099314,115.959204,08 9234 7700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,48,81,98,69,60,32,32,21,,,,,,,,,441
1279,SOUTHERN HILLS CHRISTIAN COLLEGE,86 ADMIRAL ROAD,BEDFORDALE,WA,6112,86 ADMIRAL ROAD,BEDFORDALE,WA,6112,-32.1816559,116.0483177,08 9497 1751,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,39,29,22,24,27,26,29,24,,41,38,27,24,20,28,,398
4121,SOUTHERN RIVER COLLEGE,SOUTHERN RIVER ROAD,GOSNELLS,WA,6110,SOUTHERN RIVER ROAD,GOSNELLS,WA,6110,-32.08559751,115.979918,08 9391 6500,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,183,201,162,165,143,116,,970
5568,SOUTHWELL PRIMARY SCHOOL,26 GRANDPRE CRESCENT,HAMILTON HILL,WA,6163,26 GRANDPRE CRESCENT,HAMILTON HILL,WA,6163,-32.09025841,115.7850833,08 9236 9400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,9,7,14,13,12,8,10,6,,,,,,,,,79
1449,SOWILO COMMUNITY HIGH SCHOOL,UNIT 1/2 GILLAM DRIVE,KELMSCOTT,WA,6111,UNIT 1/2 GILLAM DRIVE,KELMSCOTT,WA,6111,-32.13104805,116.0098146,08 9390 1995,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,5,12,14,16,14,26,,87
5673,SPEARWOOD ALTERNATIVE SCHOOL,370 ROCKINGHAM ROAD,SPEARWOOD,WA,6163,370 ROCKINGHAM ROAD,SPEARWOOD,WA,6163,-32.10779115,115.7843999,08 9414 2000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,12,12,13,12,13,11,16,14,,,,,,,,,103
5421,SPEARWOOD PRIMARY SCHOOL,73 GERALD STREET,SPEARWOOD,WA,6163,73 GERALD STREET,SPEARWOOD,WA,6163,-32.10148403,115.7865958,08 9414 2300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,18,24,16,19,12,6,12,10,,,,,,,,,117
6085,SPENCER PARK EDUCATION SUPPORT CENTRE,26 HARDIE ROAD,SPENCER PARK,WA,6330,26 HARDIE ROAD,SPENCER PARK,WA,6330,-35.00554419,117.9018778,08 6821 3050,SOUTH WEST,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,4,3,3,5,3,3,7,2,,,,,,,,,30
5422,SPENCER PARK PRIMARY SCHOOL,26 HARDIE ROAD,SPENCER PARK,WA,6330,26 HARDIE ROAD,SPENCER PARK,WA,6330,-35.00554418,117.9018779,08 6821 3000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,30,36,24,41,40,40,32,44,,,,,,,,,287
1414,SPIRIT OF PLAY COMMUNITY SCHOOL,"OLD PO BUILDING, INLET DRIVE",DENMARK,WA,6333,"OLD PO BUILDING, INLET DRIVE",DENMARK,WA,6333,-34.97137317,117.3650044,08 9848 2285,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,14,5,9,8,10,10,6,5,,,,,,,,,67
5825,SPRING HILL PRIMARY SCHOOL,50 SPRING HILL STREET,TAPPING,WA,6065,50 SPRING HILL STREET,TAPPING,WA,6065,-31.7226147,115.7932625,08 6207 3800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,92,102,101,117,99,116,97,73,,,,,,,,,797
8126,SPRING ROAD COMMUNITY KINDERGARTEN (INC),1A SPRING ROAD,KALAMUNDA,WA,6076,1A SPRING ROAD,KALAMUNDA,WA,6076,-31.97174951,116.0611541,08 9293 3292,SOUTH METROPOLITAN,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,20,,,,,,,,,,,,,,,,20
5557,SPRINGFIELD PRIMARY SCHOOL,31 BRIDGEWATER DRIVE,KALLAROO,WA,6025,31 BRIDGEWATER DRIVE,KALLAROO,WA,6025,-31.79256944,115.7501819,08 9407 3000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,49,32,28,28,36,15,34,26,,,,,,,,,248
1410,ST ANDREW'S CATHOLIC PRIMARY SCHOOL,60 VICTORSEN PARADE,CLARKSON,WA,6030,60 VICTORSEN PARADE,CLARKSON,WA,6030,-31.68720765,115.7218604,08 6206 4100,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,44,46,40,47,48,43,53,51,,,,,,,,,372
1374,ST ANDREW'S GRAMMAR,2 HELLENIC DRIVE,DIANELLA,WA,6059,2 HELLENIC DRIVE,DIANELLA,WA,6059,-31.87118268,115.8741054,08 9376 5850,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,34,41,42,38,30,59,35,48,,49,47,51,41,28,17,,560
1078,ST ANNE'S SCHOOL,YOUNG STREET,HARVEY,WA,6220,YOUNG STREET,HARVEY,WA,6220,-33.08300334,115.8913206,08 9782 3300,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,21,19,19,19,19,23,25,20,,,,,,,,,165
1116,ST ANTHONY'S SCHOOL,96 INNAMINCKA ROAD,GREENMOUNT,WA,6056,96 INNAMINCKA ROAD,GREENMOUNT,WA,6056,-31.89553184,116.0438926,08 9294 5500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,65,54,57,47,55,53,62,52,,,,,,,,,445
1187,ST ANTHONY'S SCHOOL,7 SERVITE TERRACE,WANNEROO,WA,6065,7 SERVITE TERRACE,WANNEROO,WA,6065,-31.74897887,115.8037982,08 9303 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,62,59,60,57,53,57,61,64,,,,,,,,,473
1165,ST AUGUSTINE'S SCHOOL,34 GLADSTONE ROAD,RIVERVALE,WA,6103,34 GLADSTONE ROAD,RIVERVALE,WA,6103,-31.9598035,115.9062413,08 9260 3200,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,29,28,29,23,29,20,19,25,,,,,,,,,202
1004,ST BENEDICT'S SCHOOL,70 ALNESS STREET,APPLECROSS,WA,6153,70 ALNESS STREET,APPLECROSS,WA,6153,-32.018476,115.839433,08 6217 3500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,56,46,44,62,55,54,48,37,,,,,,,,,402
1393,ST BERNADETTE'S CATHOLIC PRIMARY SCHOOL,252 GRAND OCEAN BOULEVARD,PORT KENNEDY,WA,6172,252 GRAND OCEAN BOULEVARD,PORT KENNEDY,WA,6172,-32.36083888,115.7561402,08 9593 4066,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,61,42,48,62,55,61,46,59,,,,,,,,,434
1097,ST BERNARD'S SCHOOL,11 KATANNING ROAD,KOJONUP,WA,6395,11 KATANNING ROAD,KOJONUP,WA,6395,-33.82759512,117.1619039,08 9831 3500,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,10,7,7,11,8,12,12,12,,,,,,,,,79
1103,ST BRIGID'S COLLEGE,200 LESMURDIE ROAD,LESMURDIE,WA,6076,200 LESMURDIE ROAD,LESMURDIE,WA,6076,-31.99663035,116.0520664,08 9290 4200,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,29,34,51,36,34,55,50,57,,78,80,81,91,77,88,,841
1115,ST BRIGID'S PRIMARY SCHOOL,20 TOODYAY ROAD,MIDDLE SWAN,WA,6056,20 TOODYAY ROAD,MIDDLE SWAN,WA,6056,-31.87563515,116.014347,08 9250 1592,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,64,56,50,51,59,51,62,62,,,,,,,,,455
1025,ST BRIGID'S SCHOOL,130 ROE STREET,BRIDGETOWN,WA,6255,130 ROE STREET,BRIDGETOWN,WA,6255,-33.957669,116.140604,08 9764 6100,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,29,23,20,18,17,22,24,27,,,,,,,,,180
1047,ST BRIGID'S SCHOOL,205 PRINSEP STREET,COLLIE,WA,6225,205 PRINSEP STREET,COLLIE,WA,6225,-33.3481206,116.1582939,08 9735 9200,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,18,27,23,20,13,24,22,33,,,,,,,,,180
1159,ST CECILIA'S CATHOLIC PRIMARY SCHOOL,35 SUTHERLAND STREET,PORT HEDLAND,WA,6721,35 SUTHERLAND STREET,PORT HEDLAND,WA,6721,-20.30972649,118.6021896,08 9174 7000,PILBARA,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,29,30,24,21,17,25,24,16,,,,,,,,,186
1099,ST CLARE'S SCHOOL,14-16 MCCARTNEY CRESCENT,LATHLAIN,WA,6100,14-16 MCCARTNEY CRESCENT,LATHLAIN,WA,6100,-31.9711354,115.9086158,08 9366 7500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y08,Y12,,,,,,,,,,,1,5,6,9,12,,33
1153,ST COLUMBA'S CATHOLIC PRIMARY SCHOOL,30 YORK STREET,SOUTH PERTH,WA,6151,30 YORK STREET,SOUTH PERTH,WA,6151,-31.97839416,115.8600018,08 6436 9500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,70,58,60,58,49,47,48,26,,,,,,,,,416
1013,ST COLUMBA'S SCHOOL,32 ROBERTS STREET,BAYSWATER,WA,6053,32 ROBERTS STREET,BAYSWATER,WA,6053,-31.922883,115.910649,08 9208 2705,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,80,60,58,59,59,56,59,53,,,,,,,,,484
1461,ST DAMIEN'S CATHOLIC PRIMARY SCHOOL,1 NYABING PASS,DAWESVILLE,WA,6211,1 NYABING PASS,DAWESVILLE,WA,6211,-32.62651453,115.6313815,08 9583 2500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,81,60,60,59,48,53,60,57,,,,,,,,,478
1087,ST DENIS SCHOOL,2 ORCHID STREET,JOONDANNA,WA,6060,2 ORCHID STREET,JOONDANNA,WA,6060,-31.90973888,115.8443814,08 9242 3422,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,39,29,27,31,30,31,27,22,,,,,,,,,236
1086,ST DOMINIC'S SCHOOL,95 BEATRICE STREET,INNALOO,WA,6018,95 BEATRICE STREET,INNALOO,WA,6018,-31.89441457,115.7909199,08 9449 6900,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,25,15,17,18,21,13,21,22,,,,,,,,,152
1490,ST ELIZABETH'S CATHOLIC PRIMARY SCHOOL,30 RANWORTH DRIVE,HOCKING,WA,6065,30 RANWORTH DRIVE,HOCKING,WA,6065,-31.7719113,115.813336,08 9303 7600,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,34,17,32,23,24,10,13,3,,,,,,,,,156
1447,ST EMILIE'S CATHOLIC PRIMARY SCHOOL,151 AMHERST ROAD,CANNING VALE,WA,6155,151 AMHERST ROAD,CANNING VALE,WA,6155,-32.08151946,115.932921,08 9256 9696,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,60,58,59,59,62,52,61,50,,,,,,,,,461
1453,ST FRANCIS OF ASSISI CATHOLIC PRIMARY SCHOOL,1051 CONNOLLY DRIVE,BUTLER,WA,6036,1051 CONNOLLY DRIVE,BUTLER,WA,6036,-31.65368589,115.7121324,08 9562 9500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,57,58,58,57,56,55,58,54,,,,,,,,,453
1257,ST FRANCIS XAVIER PRIMARY SCHOOL,5 MAITLAND STREET,GERALDTON,WA,6530,5 MAITLAND STREET,GERALDTON,WA,6530,-28.77685819,114.6147063,08 9923 5800,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,70,59,56,34,60,54,61,64,,,,,,,,,458
1499,ST FRANCIS' SCHOOL,10 ALLOA ROAD,MADDINGTON,WA,6109,10 ALLOA ROAD,MADDINGTON,WA,6109,-32.04608954,115.9843375,08 9262 4421,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y10,Y12,,,,,,,,,,,,,9,13,13,,35
1440,ST GEORGE'S ANGLICAN GRAMMAR SCHOOL,50 WILLIAM STREET,PERTH,WA,6000,50 WILLIAM STREET,PERTH,WA,6000,-31.95409073,115.8570957,08 9312 0800,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,74,63,63,79,93,51,,423
1011,ST GERARD'S PRIMARY SCHOOL,31 CHANGTON WAY,WESTMINSTER,WA,6061,31 CHANGTON WAY,WESTMINSTER,WA,6061,-31.869729,115.848544,08 6241 8500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,30,29,28,29,29,28,22,19,,,,,,,,,214
1425,ST HELENA'S CATHOLIC PRIMARY SCHOOL,55 FORTESCUE PLACE,ELLENBROOK,WA,6069,55 FORTESCUE PLACE,ELLENBROOK,WA,6069,-31.79237522,115.9760116,08 9297 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,65,60,60,57,60,62,60,50,,,,,,,,,474
1122,ST HILDA'S ANGLICAN SCHOOL FOR GIRLS,BAY VIEW TERRACE,MOSMAN PARK,WA,6012,BAY VIEW TERRACE,MOSMAN PARK,WA,6012,-32.005047,115.767812,08 9285 4100,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,34,19,21,27,26,39,49,73,,117,109,134,144,141,129,,"1,062"
1493,ST JAMES' ANGLICAN SCHOOL,2 GRACEFUL BOULEVARD,ALKIMOS,WA,6038,2 GRACEFUL BOULEVARD,ALKIMOS,WA,6038,-31.618541,115.68637,08 6336 8330,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,60,64,56,58,62,58,64,62,,85,69,72,61,33,23,,827
1169,ST JEROME'S PRIMARY SCHOOL,38 TROODE STREET,LAKE COOGEE,WA,6166,38 TROODE STREET,MUNSTER,WA,6166,-32.121502,115.782659,08 9499 9500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,107,79,82,76,84,71,77,83,,,,,,,,,659
1480,ST JOHN BOSCO COLLEGE,170 MONTICELLO PARKWAY,PIARA WATERS,WA,6112,170 MONTICELLO PARKWAY,PIARA WATERS,WA,6112,-32.14606715,115.9288773,08 9234 9600,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y08,76,60,60,62,56,64,63,53,,93,94,,,,,,681
1458,ST JOHN PAUL II CATHOLIC PRIMARY SCHOOL,6 KURRAJONG BOULEVARD,BANKSIA GROVE,WA,6031,6 KURRAJONG BOULEVARD,BANKSIA GROVE,WA,6031,-31.69517618,115.8054016,08 9303 7101,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,28,36,37,28,40,36,30,37,,,,,,,,,272
1166,ST JOHN'S SCHOOL,21 LALOR STREET,SCARBOROUGH,WA,6019,21 LALOR STREET,SCARBOROUGH,WA,6019,-31.89350925,115.7669125,08 9203 3000,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,44,30,30,20,31,26,28,27,,,,,,,,,236
1206,ST JOHN'S SCHOOL,12 TAMAR STREET,RANGEWAY,WA,6530,12 TAMAR STREET,RANGEWAY,WA,6530,-28.78351925,114.626735,08 9920 0100,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,26,32,28,28,26,25,25,26,,,,,,,,,216
1158,ST JOSEPH'S CATHOLIC PRIMARY SCHOOL,46 GEORGE STREET,PINJARRA,WA,6208,46 GEORGE STREET,PINJARRA,WA,6208,-32.6307843,115.8733555,08 9530 5500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,37,30,23,24,30,27,21,24,,,,,,,,,216
1002,ST JOSEPH'S COLLEGE,MARTIN ROAD,ALBANY,WA,6330,MARTIN ROAD,ALBANY,WA,6330,-34.997944,117.902192,08 9844 0222,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,47,41,28,51,48,45,35,57,,62,55,57,52,35,36,,649
1030,ST JOSEPH'S PRIMARY SCHOOL,PARADE ROAD,BUNBURY,WA,6230,PARADE ROAD,BUNBURY,WA,6230,-33.37377642,115.6330822,08 9796 8100,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,54,48,43,63,54,54,45,59,,,,,,,,,420
1139,ST JOSEPH'S SCHOOL,1 LANCE STREET,NORTHAM,WA,6401,1 LANCE STREET,NORTHAM,WA,6401,-31.65767596,116.6782822,08 9621 3500,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,47,41,57,57,46,62,51,60,,64,62,56,50,33,39,,725
1145,ST JOSEPH'S SCHOOL,GUPPY STREET,PEMBERTON,WA,6260,PO BOX 415,PEMBERTON,WA,6260,-34.44616935,116.0353768,08 9776 1180,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,3,3,5,4,2,5,6,8,,,,,,,,,36
1168,ST JOSEPH'S SCHOOL,51 ALTAIR STREET,SOUTHERN CROSS,WA,6426,51 ALTAIR STREET,SOUTHERN CROSS,WA,6426,-31.22952336,119.3250078,08 9049 2100,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,9,2,4,3,5,2,3,2,,,,,,,,,30
1200,ST JOSEPH'S SCHOOL,ST PETER'S WAY,WYNDHAM,WA,6740,ST PETER'S WAY,WYNDHAM,WA,6740,-15.48554463,128.1247657,08 9161 1021,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,4,10,9,6,4,10,9,4,,,,,,,,,56
1188,ST JOSEPH'S SCHOOL,MILLAR STREET,WAROONA,WA,6215,MILLAR STREET,WAROONA,WA,6215,-32.84466984,115.922516,08 9782 6500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,29,21,17,24,21,13,18,26,,,,,,,,,169
1098,ST JOSEPH'S SCHOOL,970 COOLIBAH DRIVE,KUNUNURRA,WA,6743,970 COOLIBAH DRIVE,KUNUNURRA,WA,6743,-15.76988667,128.7328237,08 9168 1079,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,25,30,28,27,13,17,12,9,,,,,,,,,161
1161,ST JOSEPH'S SCHOOL,140 RAILWAY PARADE,QUEENS PARK,WA,6107,140 RAILWAY PARADE,QUEENS PARK,WA,6107,-32.00565787,115.9387308,08 9251 0500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,72,60,60,60,60,64,64,64,,,,,,,,,504
1118,ST JOSEPH'S SCHOOL,KINTORE STREET,MOORA,WA,6510,KINTORE STREET,MOORA,WA,6510,-30.64061007,116.001419,08 9690 8888,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,13,12,22,23,24,15,25,13,,,,,,,,,147
1023,ST JOSEPH'S SCHOOL,BURT STREET,BOULDER,WA,6432,BURT STREET,BOULDER,WA,6432,-30.782918,121.47335,08 9093 2351,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,47,26,32,25,16,21,21,24,,,,,,,,,212
1263,ST JUDE'S CATHOLIC SCHOOL,17 BARNSTON WAY,LANGFORD,WA,6147,17 BARNSTON WAY,LANGFORD,WA,6147,-32.04434722,115.9351485,08 6350 2500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,24,30,22,31,27,21,24,27,,,,,,,,,206
1177,ST KIERAN CATHOLIC PRIMARY SCHOOL,116 TYLER STREET,TUART HILL,WA,6060,116 TYLER STREET,TUART HILL,WA,6060,-31.90272667,115.8315419,08 6383 2600,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,68,60,60,58,59,63,62,53,,,,,,,,,483
1010,ST LAWRENCE PRIMARY SCHOOL,386 ALBERT STREET,BALCATTA,WA,6021,386 ALBERT STREET,BALCATTA,WA,6021,-31.879112,115.827758,08 9344 4944,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,41,29,29,28,31,30,30,30,,,,,,,,,248
1022,ST LAWRENCE'S PRIMARY SCHOOL,350 CHAPMAN ROAD,GERALDTON,WA,6530,350 CHAPMAN ROAD,GERALDTON,WA,6530,-28.744657,114.622509,08 9968 2000,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,84,73,62,66,63,77,69,75,,,,,,,,,569
1355,ST LUKE'S CATHOLIC PRIMARY SCHOOL,17 DUFFY TERRACE,WOODVALE,WA,6026,17 DUFFY TERRACE,WOODVALE,WA,6026,-31.80201996,115.8054599,08 9306 6600,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,99,62,63,57,60,61,51,57,,,,,,,,,510
1335,ST LUKE'S COLLEGE,ROSEMARY ROAD,KARRATHA,WA,6714,ROSEMARY ROAD,KARRATHA,WA,6714,-20.75172597,116.8174458,08 9144 1081,PILBARA,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,87,81,65,64,59,46,,402
1163,ST MARIA GORETTI'S CATHOLIC SCHOOL,64 MORRISON STREET,REDCLIFFE,WA,6104,64 MORRISON STREET,REDCLIFFE,WA,6104,-31.93908153,115.943776,08 6279 2000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,48,59,58,49,37,45,30,36,,,,,,,,,362
1325,ST MARK'S ANGLICAN COMMUNITY SCHOOL,ST MARKS DRIVE,HILLARYS,WA,6025,ST MARKS DRIVE,HILLARYS,WA,6025,-31.79848743,115.7428728,08 9403 1300,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,50,51,58,87,96,128,127,192,,190,175,187,144,154,156,,"1,795"
1528,ST MARTIN DE PORRES SCHOOL,154 FREDERICK STREET,DJUGUN,WA,6725,154 FREDERICK STREET,DJUGUN,WA,6725,-17.954391,122.224409,08 9195 4200,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y08,Y12,,,,,,,,,,,2,4,,1,1,,8
